"voterid","civicduty","hawthorne","self","neighbors","control"
"V119852",0,0,0,1,0
"V091297",0,0,0,0,1
"V107088",1,0,0,0,0
"V060655",0,0,1,0,0
"V013802",0,0,0,0,1
"V088094",1,0,0,0,0
"V106648",0,0,1,0,0
"V034604",0,0,1,0,0
"V011566",0,1,0,0,0
"V110436",0,0,1,0,0
"V003508",0,0,1,0,0
"V059981",0,0,0,1,0
"V088687",0,0,0,0,1
"V097550",1,0,0,0,0
"V021507",1,0,0,0,0
"V051943",1,0,0,0,0
"V129579",1,0,0,0,0
"V058483",0,0,0,1,0
"V058511",0,0,0,0,1
"V058051",1,0,0,0,0
"V058563",0,0,0,0,1
"V002351",0,0,1,0,0
"V138795",1,0,0,0,0
"V052307",0,1,0,0,0
"V126588",0,0,0,1,0
"V121756",0,1,0,0,0
"V079727",0,0,1,0,0
"V013337",1,0,0,0,0
"V112558",0,0,0,0,1
"V063834",0,0,0,1,0
"V114057",0,0,0,1,0
"V075242",0,0,0,0,1
"V121233",0,0,0,0,1
"V002724",0,0,0,1,0
"V020600",0,0,1,0,0
"V116395",0,1,0,0,0
"V135323",0,0,0,1,0
"V139655",0,0,1,0,0
"V082475",0,1,0,0,0
"V083858",0,0,0,1,0
"V137364",0,0,0,0,1
"V129018",0,1,0,0,0
"V059297",0,0,1,0,0
"V082407",0,0,0,1,0
"V088157",0,1,0,0,0
"V119214",0,1,0,0,0
"V037295",0,0,0,0,1
"V090273",0,0,1,0,0
"V125527",0,0,0,1,0
"V138807",0,1,0,0,0
"V041283",0,0,1,0,0
"V129508",1,0,0,0,0
"V009455",0,0,0,0,1
"V137818",0,0,0,1,0
"V129787",0,0,0,0,1
"V100645",1,0,0,0,0
"V045750",0,0,0,1,0
"V109310",0,0,1,0,0
"V063342",1,0,0,0,0
"V008603",0,0,0,1,0
"V036286",0,1,0,0,0
"V016374",0,1,0,0,0
"V094931",0,0,0,0,1
"V057780",0,1,0,0,0
"V092072",0,1,0,0,0
"V002601",1,0,0,0,0
"V029766",0,0,1,0,0
"V102296",1,0,0,0,0
"V124486",0,1,0,0,0
"V028214",1,0,0,0,0
"V037467",1,0,0,0,0
"V033473",0,0,1,0,0
"V092990",0,1,0,0,0
"V030451",0,0,0,0,1
"V120725",1,0,0,0,0
"V092275",0,0,0,1,0
"V012496",0,0,1,0,0
"V066666",0,1,0,0,0
"V112062",0,0,0,1,0
"V076730",1,0,0,0,0
"V105092",0,1,0,0,0
"V089077",0,0,1,0,0
"V034746",0,1,0,0,0
"V131898",0,0,0,0,1
"V061564",0,0,1,0,0
"V067485",0,1,0,0,0
"V056948",0,0,0,0,1
"V099343",0,0,0,0,1
"V032250",0,0,1,0,0
"V075084",0,0,1,0,0
"V105615",0,1,0,0,0
"V017473",0,0,1,0,0
"V022247",0,1,0,0,0
"V099033",0,1,0,0,0
"V120170",0,0,0,0,1
"V055543",1,0,0,0,0
"V092204",1,0,0,0,0
"V022852",0,0,0,0,1
"V027663",0,0,0,0,1
"V066347",0,1,0,0,0
"V068416",0,0,0,1,0
"V027054",0,1,0,0,0
"V114133",0,0,0,1,0
"V022696",0,0,0,0,1
"V049194",0,0,0,1,0
"V032717",0,0,0,0,1
"V000121",0,0,0,1,0
"V050564",0,0,0,1,0
"V101665",0,0,0,0,1
"V125449",1,0,0,0,0
"V101384",0,0,0,1,0
"V075064",0,0,0,1,0
"V032264",0,0,0,0,1
"V081693",0,0,0,1,0
"V062203",0,0,1,0,0
"V074300",0,0,0,0,1
"V042897",0,1,0,0,0
"V114908",0,0,0,0,1
"V030831",0,0,1,0,0
"V000230",0,0,0,1,0
"V057487",0,0,0,1,0
"V112576",0,0,1,0,0
"V018462",0,1,0,0,0
"V003955",1,0,0,0,0
"V121046",0,0,1,0,0
"V068149",0,0,0,1,0
"V123022",0,1,0,0,0
"V005733",0,0,1,0,0
"V062216",0,1,0,0,0
"V028166",0,0,0,1,0
"V004563",0,0,0,1,0
"V021689",0,0,0,0,1
"V083224",0,0,0,0,1
"V000656",0,0,0,1,0
"V059765",0,0,1,0,0
"V046787",1,0,0,0,0
"V106702",0,0,0,1,0
"V127619",0,0,0,1,0
"V082054",0,0,0,1,0
"V051930",0,0,0,1,0
"V012800",0,0,1,0,0
"V022117",0,0,0,1,0
"V073765",0,0,0,1,0
"V034085",0,0,1,0,0
"V000605",1,0,0,0,0
"V042881",0,0,1,0,0
"V040167",0,0,1,0,0
"V122811",0,1,0,0,0
"V035427",0,0,0,1,0
"V119817",0,0,0,1,0
"V086300",0,0,1,0,0
"V121959",0,0,0,0,1
"V038609",0,0,0,0,1
"V116606",0,0,0,0,1
"V139213",0,0,0,1,0
"V129001",0,0,1,0,0
"V026319",0,0,0,0,1
"V102488",0,0,1,0,0
"V134367",0,0,0,0,1
"V007947",0,0,0,0,1
"V002666",0,0,0,0,1
"V120124",0,0,0,0,1
"V139889",0,0,0,0,1
"V099521",1,0,0,0,0
"V081267",1,0,0,0,0
"V062811",0,1,0,0,0
"V033960",1,0,0,0,0
"V030550",0,1,0,0,0
"V081276",1,0,0,0,0
"V073522",0,0,0,0,1
"V069894",0,1,0,0,0
"V068591",1,0,0,0,0
"V027363",1,0,0,0,0
"V028142",0,0,0,0,1
"V007251",0,1,0,0,0
"V083250",0,1,0,0,0
"V086998",0,0,0,0,1
"V078506",0,0,0,1,0
"V123350",0,0,0,0,1
"V037048",0,0,0,1,0
"V138396",1,0,0,0,0
"V105764",0,0,0,0,1
"V040407",0,0,1,0,0
"V092976",0,0,1,0,0
"V121898",0,0,0,0,1
"V060687",1,0,0,0,0
"V089128",1,0,0,0,0
"V139419",0,0,0,1,0
"V029448",0,0,0,1,0
"V025170",0,1,0,0,0
"V104962",0,0,1,0,0
"V126731",1,0,0,0,0
"V022150",0,0,0,0,1
"V045074",0,0,1,0,0
"V035556",0,1,0,0,0
"V026120",1,0,0,0,0
"V079530",1,0,0,0,0
"V064514",0,0,0,1,0
"V072439",1,0,0,0,0
"V072671",0,0,0,1,0
"V022039",0,0,0,1,0
"V095047",0,0,1,0,0
"V066468",0,1,0,0,0
"V086038",0,1,0,0,0
"V006188",0,0,0,1,0
"V062458",0,0,0,0,1
"V069353",0,0,0,1,0
"V068511",1,0,0,0,0
"V009232",0,1,0,0,0
"V063808",1,0,0,0,0
"V044399",1,0,0,0,0
"V113269",0,1,0,0,0
"V102305",1,0,0,0,0
"V028499",0,0,0,0,1
"V091235",1,0,0,0,0
"V002088",1,0,0,0,0
"V063421",0,0,0,0,1
"V063867",0,0,0,0,1
"V057730",1,0,0,0,0
"V119307",0,0,0,1,0
"V043612",0,1,0,0,0
"V080228",0,1,0,0,0
"V021926",0,0,1,0,0
"V134392",0,0,0,1,0
"V130857",0,0,0,1,0
"V117997",0,0,1,0,0
"V000329",1,0,0,0,0
"V050344",0,1,0,0,0
"V108085",0,1,0,0,0
"V056867",0,0,0,1,0
"V120658",0,0,1,0,0
"V108220",1,0,0,0,0
"V052211",1,0,0,0,0
"V130618",0,0,0,1,0
"V085757",0,0,1,0,0
"V025386",0,0,0,0,1
"V106869",0,0,1,0,0
"V134186",0,0,1,0,0
"V072960",0,1,0,0,0
"V134223",1,0,0,0,0
"V000737",0,0,0,1,0
"V094732",0,0,0,0,1
"V024386",0,0,1,0,0
"V139083",0,0,1,0,0
"V041440",0,0,1,0,0
"V031256",0,0,1,0,0
"V098393",0,0,1,0,0
"V035668",0,1,0,0,0
"V082695",0,1,0,0,0
"V094100",1,0,0,0,0
"V127946",0,0,0,1,0
"V088791",0,0,0,0,1
"V014994",0,1,0,0,0
"V097628",0,0,0,0,1
"V116008",0,0,0,1,0
"V025588",0,0,0,1,0
"V052323",0,0,1,0,0
"V066823",0,0,0,1,0
"V134793",0,0,1,0,0
"V014204",0,0,0,1,0
"V014104",0,0,0,0,1
"V106951",0,0,0,1,0
"V115163",0,0,0,0,1
"V029508",0,0,0,1,0
"V123010",0,0,1,0,0
"V130418",0,0,1,0,0
"V057105",1,0,0,0,0
"V120209",0,1,0,0,0
"V134025",0,1,0,0,0
"V131202",0,1,0,0,0
"V062425",0,0,0,1,0
"V114251",0,1,0,0,0
"V132168",0,0,0,0,1
"V023568",0,0,0,1,0
"V114688",0,0,0,1,0
"V080589",0,0,1,0,0
"V056603",0,0,0,0,1
"V137348",0,0,1,0,0
"V048754",0,0,0,0,1
"V122712",0,1,0,0,0
"V039802",0,0,0,0,1
"V004458",0,0,0,0,1
"V084363",0,0,0,1,0
"V013339",0,0,0,1,0
"V115337",0,0,0,0,1
"V024454",0,1,0,0,0
"V138002",0,0,0,0,1
"V042079",1,0,0,0,0
"V053094",1,0,0,0,0
"V126944",0,0,1,0,0
"V077654",0,0,1,0,0
"V100803",0,0,1,0,0
"V001504",0,0,0,1,0
"V108013",0,0,0,0,1
"V068672",0,0,0,0,1
"V109439",1,0,0,0,0
"V115606",0,0,1,0,0
"V133417",0,1,0,0,0
"V105162",0,1,0,0,0
"V022310",0,0,0,1,0
"V066286",1,0,0,0,0
"V073162",0,0,0,1,0
"V022097",1,0,0,0,0
"V070217",1,0,0,0,0
"V112749",1,0,0,0,0
"V128892",0,0,0,1,0
"V023135",0,0,0,0,1
"V047619",0,0,0,1,0
"V050360",0,0,0,1,0
"V074330",0,0,0,0,1
"V044709",1,0,0,0,0
"V106755",0,1,0,0,0
"V093471",0,0,0,0,1
"V028035",0,1,0,0,0
"V032520",0,0,0,0,1
"V040705",0,1,0,0,0
"V013084",1,0,0,0,0
"V030713",0,0,1,0,0
"V030449",0,1,0,0,0
"V134706",0,0,0,0,1
"V125430",1,0,0,0,0
"V099673",0,0,1,0,0
"V103735",0,0,1,0,0
"V129366",0,0,0,0,1
"V129404",0,0,1,0,0
"V036733",0,0,1,0,0
"V126418",0,0,0,1,0
"V068694",0,0,0,1,0
"V023490",0,0,0,0,1
"V123765",0,1,0,0,0
"V123552",0,0,0,0,1
"V124940",0,0,0,1,0
"V131622",0,0,1,0,0
"V040679",0,0,1,0,0
"V084634",0,0,0,1,0
"V057393",0,0,1,0,0
"V073646",0,0,1,0,0
"V077076",0,0,1,0,0
"V078055",0,1,0,0,0
"V059877",0,0,0,0,1
"V053685",0,0,1,0,0
"V006304",0,1,0,0,0
"V040157",0,1,0,0,0
"V080415",0,1,0,0,0
"V129319",0,1,0,0,0
"V111718",0,0,0,0,1
"V015038",0,0,0,0,1
"V016934",0,0,1,0,0
"V100473",0,0,0,1,0
"V114841",0,0,0,0,1
"V078731",1,0,0,0,0
"V015792",0,1,0,0,0
"V009623",0,0,0,0,1
"V048456",0,0,0,1,0
"V044936",0,0,0,1,0
"V084455",0,0,0,1,0
"V033854",0,0,0,1,0
"V049867",0,0,0,1,0
"V117518",0,0,0,0,1
"V000689",0,0,0,0,1
"V040266",0,0,0,1,0
"V103053",0,0,1,0,0
"V063865",1,0,0,0,0
"V036354",1,0,0,0,0
"V036900",0,0,0,1,0
"V122438",0,1,0,0,0
"V065883",0,0,0,1,0
"V132933",0,0,0,0,1
"V109348",0,0,0,0,1
"V126655",1,0,0,0,0
"V006008",0,0,0,0,1
"V013610",0,0,0,1,0
"V053600",0,0,1,0,0
"V029252",1,0,0,0,0
"V012976",0,0,1,0,0
"V017516",0,0,0,0,1
"V005456",0,0,0,0,1
"V088324",0,1,0,0,0
"V055503",0,0,0,0,1
"V100653",0,0,0,1,0
"V139788",0,1,0,0,0
"V016920",1,0,0,0,0
"V104852",0,0,1,0,0
"V047503",0,0,1,0,0
"V041125",0,0,1,0,0
"V024943",0,0,0,1,0
"V030453",0,0,1,0,0
"V067979",0,0,0,0,1
"V082934",0,1,0,0,0
"V139986",0,0,0,0,1
"V130675",0,1,0,0,0
"V090204",1,0,0,0,0
"V132191",0,0,0,1,0
"V044617",0,0,0,1,0
"V099607",0,0,0,1,0
"V043594",1,0,0,0,0
"V075338",1,0,0,0,0
"V002016",0,0,1,0,0
"V022991",0,1,0,0,0
"V072414",0,0,0,0,1
"V000062",0,0,1,0,0
"V092981",0,0,1,0,0
"V121733",0,0,0,1,0
"V055030",0,0,0,0,1
"V022440",1,0,0,0,0
"V058206",0,0,0,0,1
"V072269",0,0,0,1,0
"V088926",0,1,0,0,0
"V020375",0,1,0,0,0
"V133123",0,0,1,0,0
"V028071",1,0,0,0,0
"V103014",0,0,0,1,0
"V105548",0,0,0,1,0
"V015048",0,1,0,0,0
"V103831",1,0,0,0,0
"V108914",0,1,0,0,0
"V072084",1,0,0,0,0
"V101827",0,0,1,0,0
"V070600",1,0,0,0,0
"V005121",0,1,0,0,0
"V016096",0,1,0,0,0
"V124532",0,0,0,1,0
"V111594",0,0,1,0,0
"V013477",0,0,1,0,0
"V077353",0,1,0,0,0
"V083889",0,0,0,1,0
"V123575",1,0,0,0,0
"V093517",1,0,0,0,0
"V029169",0,0,0,0,1
"V111030",0,0,0,0,1
"V071585",0,1,0,0,0
"V062472",0,0,0,0,1
"V113394",0,0,0,1,0
"V011089",0,1,0,0,0
"V024756",0,0,1,0,0
"V107666",1,0,0,0,0
"V061053",0,0,1,0,0
"V101717",0,0,0,1,0
"V027626",0,1,0,0,0
"V048941",0,1,0,0,0
"V136325",1,0,0,0,0
"V062421",1,0,0,0,0
"V022731",0,0,0,1,0
"V063317",0,0,0,1,0
"V135862",1,0,0,0,0
"V000772",0,1,0,0,0
"V094620",1,0,0,0,0
"V042069",0,1,0,0,0
"V066339",0,1,0,0,0
"V064195",0,0,0,1,0
"V111584",0,1,0,0,0
"V022999",0,1,0,0,0
"V023943",0,0,1,0,0
"V064354",1,0,0,0,0
"V134806",1,0,0,0,0
"V057356",0,1,0,0,0
"V128013",1,0,0,0,0
"V092241",0,0,1,0,0
"V000453",0,0,1,0,0
"V037304",0,0,1,0,0
"V087521",0,0,1,0,0
"V113171",1,0,0,0,0
"V001343",1,0,0,0,0
"V059922",0,0,1,0,0
"V100599",0,0,1,0,0
"V027981",0,0,0,1,0
"V135258",0,1,0,0,0
"V126931",0,0,0,1,0
"V032826",0,0,0,0,1
"V041068",0,0,0,0,1
"V106003",0,0,0,1,0
"V014652",0,1,0,0,0
"V080794",1,0,0,0,0
"V025998",0,0,0,1,0
"V042630",0,1,0,0,0
"V076508",0,0,0,0,1
"V014327",1,0,0,0,0
"V135981",0,0,0,1,0
"V066749",0,0,1,0,0
"V120260",0,0,1,0,0
"V127639",0,0,0,0,1
"V008351",1,0,0,0,0
"V027516",0,1,0,0,0
"V119306",0,0,0,1,0
"V090504",0,0,0,1,0
"V017402",0,0,1,0,0
"V089704",0,1,0,0,0
"V085275",0,0,1,0,0
"V126979",0,0,0,1,0
"V063843",1,0,0,0,0
"V052334",0,0,1,0,0
"V076506",0,1,0,0,0
"V124746",0,1,0,0,0
"V067236",1,0,0,0,0
"V115184",0,0,1,0,0
"V069129",0,1,0,0,0
"V127952",0,0,0,1,0
"V079877",0,1,0,0,0
"V069983",0,1,0,0,0
"V107663",0,0,1,0,0
"V055789",0,1,0,0,0
"V082895",0,0,0,1,0
"V018842",1,0,0,0,0
"V121643",0,0,1,0,0
"V048803",0,0,1,0,0
"V008521",0,0,0,1,0
"V102193",0,0,0,0,1
"V109357",0,1,0,0,0
"V086707",0,1,0,0,0
"V024831",0,0,1,0,0
"V120070",1,0,0,0,0
"V040076",0,0,0,1,0
"V139865",0,1,0,0,0
"V083730",0,0,0,0,1
"V085313",1,0,0,0,0
"V006356",0,0,1,0,0
"V052582",0,0,1,0,0
"V135256",0,0,0,1,0
"V110887",1,0,0,0,0
"V063389",0,0,1,0,0
"V009141",0,0,0,1,0
"V002593",0,0,0,0,1
"V122589",0,0,1,0,0
"V063692",0,0,1,0,0
"V032877",1,0,0,0,0
"V100671",0,0,1,0,0
"V046287",1,0,0,0,0
"V114788",0,0,0,0,1
"V135855",1,0,0,0,0
"V062584",0,0,0,0,1
"V058064",1,0,0,0,0
"V054864",0,0,0,0,1
"V024074",0,1,0,0,0
"V131883",0,0,0,0,1
"V005084",1,0,0,0,0
"V014756",0,0,0,1,0
"V008593",0,0,1,0,0
"V032151",0,0,0,0,1
"V021971",0,0,0,0,1
"V003756",1,0,0,0,0
"V042497",0,1,0,0,0
"V090145",0,0,0,1,0
"V063016",1,0,0,0,0
"V000475",1,0,0,0,0
"V081145",0,0,1,0,0
"V065401",0,0,1,0,0
"V077595",0,0,0,1,0
"V044818",0,0,0,1,0
"V120578",0,1,0,0,0
"V046598",0,0,1,0,0
"V035508",0,1,0,0,0
"V060099",0,1,0,0,0
"V017329",1,0,0,0,0
"V108486",0,1,0,0,0
"V037063",1,0,0,0,0
"V129634",0,0,0,0,1
"V022474",0,0,0,1,0
"V048663",1,0,0,0,0
"V003661",0,1,0,0,0
"V063229",1,0,0,0,0
"V024180",0,0,1,0,0
"V070039",1,0,0,0,0
"V078734",0,0,0,0,1
"V135968",0,0,0,1,0
"V085151",0,0,0,1,0
"V054234",0,0,0,0,1
"V102526",0,1,0,0,0
"V055240",0,1,0,0,0
"V004043",0,1,0,0,0
"V008831",0,0,0,0,1
"V033029",1,0,0,0,0
"V127994",0,0,1,0,0
"V017467",0,0,1,0,0
"V023252",0,0,1,0,0
"V023547",0,1,0,0,0
"V070333",1,0,0,0,0
"V065006",0,0,0,0,1
"V125536",0,0,1,0,0
"V051258",1,0,0,0,0
"V023069",1,0,0,0,0
"V095687",0,0,0,1,0
"V115762",0,0,0,1,0
"V014827",0,0,0,0,1
"V053088",1,0,0,0,0
"V132795",0,0,1,0,0
"V113886",0,0,1,0,0
"V095965",0,0,1,0,0
"V132855",0,0,0,0,1
"V064344",0,0,0,0,1
"V137535",0,0,1,0,0
"V096974",0,0,0,1,0
"V016191",0,0,1,0,0
"V026953",0,0,0,1,0
"V129678",0,1,0,0,0
"V059068",0,1,0,0,0
"V000206",0,0,1,0,0
"V110633",0,0,1,0,0
"V107997",0,0,0,0,1
"V127300",0,0,0,1,0
"V060923",1,0,0,0,0
"V048436",0,1,0,0,0
"V131109",0,0,0,0,1
"V093687",0,0,1,0,0
"V013389",0,0,0,1,0
"V131555",0,0,0,0,1
"V047558",0,0,0,0,1
"V104820",0,0,0,1,0
"V014155",1,0,0,0,0
"V113311",0,0,1,0,0
"V053723",0,0,1,0,0
"V064013",0,0,1,0,0
"V127473",0,0,0,0,1
"V079001",0,0,0,0,1
"V073476",0,1,0,0,0
"V016445",0,1,0,0,0
"V121533",0,0,1,0,0
"V040160",0,0,0,1,0
"V109509",0,0,0,1,0
"V041975",0,0,0,1,0
"V093385",0,0,0,0,1
"V079918",0,1,0,0,0
"V074095",0,1,0,0,0
"V057570",0,0,0,0,1
"V003896",0,0,1,0,0
"V086443",0,0,0,0,1
"V092191",1,0,0,0,0
"V062402",0,0,0,0,1
"V019517",0,0,1,0,0
"V104392",0,0,0,1,0
"V040173",0,0,0,1,0
"V126749",0,0,0,0,1
"V077664",0,0,0,1,0
"V019493",1,0,0,0,0
"V059456",0,0,0,1,0
"V009274",0,0,0,0,1
"V048924",0,0,1,0,0
"V102134",1,0,0,0,0
"V010747",0,0,0,1,0
"V017988",0,0,0,0,1
"V003954",0,1,0,0,0
"V047357",0,0,0,0,1
"V098274",0,0,0,0,1
"V125413",0,0,0,0,1
"V094651",1,0,0,0,0
"V087544",0,0,0,0,1
"V099332",1,0,0,0,0
"V135843",0,0,0,0,1
"V075853",0,0,0,0,1
"V081159",0,0,0,1,0
"V121640",0,0,1,0,0
"V018059",0,0,1,0,0
"V116041",0,1,0,0,0
"V092565",0,0,0,0,1
"V076801",0,0,0,1,0
"V132336",0,0,0,0,1
"V011612",0,0,1,0,0
"V112040",0,0,0,0,1
"V025541",0,0,1,0,0
"V135066",0,0,1,0,0
"V114655",0,0,0,1,0
"V126415",0,0,0,0,1
"V022184",0,0,0,0,1
"V133577",0,0,0,0,1
"V012207",0,0,0,0,1
"V081514",0,1,0,0,0
"V047921",0,0,1,0,0
"V074658",0,1,0,0,0
"V111197",0,0,1,0,0
"V126252",0,0,0,1,0
"V089919",0,0,1,0,0
"V128840",0,0,0,1,0
"V015881",0,0,1,0,0
"V012321",0,1,0,0,0
"V108182",0,1,0,0,0
"V039847",1,0,0,0,0
"V071671",1,0,0,0,0
"V085084",0,0,1,0,0
"V027610",0,0,0,1,0
"V125711",0,0,0,1,0
"V073574",0,0,0,0,1
"V049950",1,0,0,0,0
"V053036",0,0,0,1,0
"V024133",1,0,0,0,0
"V103429",0,1,0,0,0
"V066649",0,1,0,0,0
"V102647",0,0,1,0,0
"V081334",0,0,0,1,0
"V000783",0,1,0,0,0
"V095957",0,0,1,0,0
"V034054",1,0,0,0,0
"V077902",1,0,0,0,0
"V050253",1,0,0,0,0
"V011784",0,0,0,0,1
"V000104",0,0,0,1,0
"V001406",1,0,0,0,0
"V018750",0,0,0,0,1
"V035421",0,0,0,1,0
"V021957",0,0,0,0,1
"V077176",0,0,0,1,0
"V136945",0,0,1,0,0
"V060796",0,0,0,0,1
"V115137",0,0,0,0,1
"V095334",0,1,0,0,0
"V083826",0,0,0,0,1
"V119730",0,1,0,0,0
"V074453",0,1,0,0,0
"V104687",0,0,0,1,0
"V010587",0,0,0,0,1
"V025354",0,1,0,0,0
"V081586",0,0,1,0,0
"V116233",0,0,1,0,0
"V022120",0,0,0,0,1
"V053471",0,1,0,0,0
"V040626",1,0,0,0,0
"V132926",0,0,0,0,1
"V052302",0,0,1,0,0
"V100188",0,0,0,1,0
"V046528",0,0,0,0,1
"V071976",1,0,0,0,0
"V048802",0,0,0,1,0
"V004100",0,1,0,0,0
"V089374",1,0,0,0,0
"V038255",0,0,0,0,1
"V109617",0,0,0,1,0
"V038008",0,0,1,0,0
"V067021",0,1,0,0,0
"V093369",0,0,0,0,1
"V043733",0,1,0,0,0
"V106185",0,0,0,1,0
"V074417",0,0,0,0,1
"V028044",0,0,1,0,0
"V137430",0,0,0,1,0
"V063374",0,0,0,0,1
"V126106",0,1,0,0,0
"V080528",0,1,0,0,0
"V122609",1,0,0,0,0
"V099603",0,0,0,0,1
"V062801",0,1,0,0,0
"V063728",0,1,0,0,0
"V052968",1,0,0,0,0
"V130492",0,1,0,0,0
"V040933",0,0,0,1,0
"V053893",0,0,0,0,1
"V092778",0,0,0,0,1
"V118933",0,0,0,1,0
"V017521",0,0,1,0,0
"V117147",1,0,0,0,0
"V011531",0,0,0,0,1
"V034154",1,0,0,0,0
"V094370",0,1,0,0,0
"V077696",0,0,1,0,0
"V060322",0,0,0,1,0
"V129989",0,0,0,0,1
"V090888",0,0,0,0,1
"V086577",0,1,0,0,0
"V039109",0,0,0,1,0
"V028667",0,0,0,0,1
"V110829",0,0,1,0,0
"V072288",0,0,0,1,0
"V124644",0,0,0,0,1
"V051770",0,0,1,0,0
"V052837",1,0,0,0,0
"V048494",0,0,0,0,1
"V084254",0,0,0,1,0
"V112859",0,1,0,0,0
"V125490",0,0,0,0,1
"V136773",0,0,0,1,0
"V075133",0,0,0,0,1
"V053563",1,0,0,0,0
"V075814",0,1,0,0,0
"V121775",1,0,0,0,0
"V020108",0,0,0,0,1
"V023563",1,0,0,0,0
"V013154",0,0,0,0,1
"V114301",0,1,0,0,0
"V117069",0,1,0,0,0
"V059436",0,0,0,1,0
"V099653",0,0,0,0,1
"V131692",1,0,0,0,0
"V012853",1,0,0,0,0
"V060635",1,0,0,0,0
"V118697",0,0,1,0,0
"V066130",1,0,0,0,0
"V124183",0,0,1,0,0
"V007781",0,0,0,1,0
"V003491",0,0,0,0,1
"V029462",0,0,0,1,0
"V120244",0,0,0,0,1
"V098848",0,0,0,0,1
"V089761",0,0,0,1,0
"V061961",0,1,0,0,0
"V094637",0,0,0,0,1
"V071435",0,0,0,1,0
"V112406",0,0,0,1,0
"V101651",0,0,0,1,0
"V076646",0,0,0,0,1
"V049701",1,0,0,0,0
"V022924",0,0,1,0,0
"V059994",0,0,0,1,0
"V056163",0,0,1,0,0
"V104302",0,0,0,0,1
"V133541",0,0,0,0,1
"V137063",0,0,0,1,0
"V026873",0,1,0,0,0
"V053806",0,0,0,1,0
"V073421",0,0,1,0,0
"V044883",0,1,0,0,0
"V123159",0,1,0,0,0
"V103367",0,0,0,1,0
"V053561",0,1,0,0,0
"V134251",0,0,0,0,1
"V067375",0,1,0,0,0
"V101127",0,0,0,1,0
"V126322",0,0,0,1,0
"V127618",0,0,0,1,0
"V114934",0,1,0,0,0
"V056406",1,0,0,0,0
"V001561",0,0,0,0,1
"V118381",0,1,0,0,0
"V109417",0,1,0,0,0
"V097597",0,1,0,0,0
"V042695",1,0,0,0,0
"V090736",1,0,0,0,0
"V117256",0,0,0,1,0
"V112512",0,0,0,0,1
"V060661",1,0,0,0,0
"V060100",0,1,0,0,0
"V063377",1,0,0,0,0
"V109402",0,0,0,1,0
"V052152",0,0,0,1,0
"V025849",0,0,1,0,0
"V033992",0,1,0,0,0
"V118902",0,0,0,1,0
"V093235",0,1,0,0,0
"V104858",0,1,0,0,0
"V128901",0,1,0,0,0
"V033181",0,0,0,0,1
"V118310",0,0,0,1,0
"V057059",0,0,0,0,1
"V026814",1,0,0,0,0
"V084116",0,0,1,0,0
"V066150",0,0,0,1,0
"V028269",0,0,0,1,0
"V115598",0,0,1,0,0
"V025870",0,0,0,0,1
"V112979",0,1,0,0,0
"V109188",0,0,0,0,1
"V125105",0,1,0,0,0
"V056142",0,0,0,1,0
"V085762",0,1,0,0,0
"V089324",0,0,0,0,1
"V131278",0,0,1,0,0
"V119460",1,0,0,0,0
"V062817",1,0,0,0,0
"V024839",0,0,0,1,0
"V108771",0,0,0,1,0
"V130452",0,1,0,0,0
"V018865",0,0,0,1,0
"V019970",0,0,1,0,0
"V139553",0,0,0,0,1
"V121740",0,1,0,0,0
"V097470",1,0,0,0,0
"V001047",0,0,0,1,0
"V085384",1,0,0,0,0
"V042396",0,0,1,0,0
"V088513",0,0,0,0,1
"V027220",0,0,0,1,0
"V135318",1,0,0,0,0
"V057193",1,0,0,0,0
"V112882",0,0,1,0,0
"V085192",0,0,0,1,0
"V013179",0,0,1,0,0
"V104260",0,0,1,0,0
"V066315",0,0,1,0,0
"V000296",1,0,0,0,0
"V023750",0,0,0,0,1
"V101433",0,0,0,1,0
"V094604",0,1,0,0,0
"V085943",1,0,0,0,0
"V097160",0,0,0,0,1
"V009665",0,0,1,0,0
"V041205",0,0,1,0,0
"V085580",1,0,0,0,0
"V034793",1,0,0,0,0
"V118480",0,1,0,0,0
"V004647",0,1,0,0,0
"V013933",0,0,0,0,1
"V090803",0,0,1,0,0
"V094980",0,1,0,0,0
"V103938",0,1,0,0,0
"V108575",0,0,1,0,0
"V005770",0,0,1,0,0
"V128062",0,1,0,0,0
"V097765",0,1,0,0,0
"V040552",0,0,1,0,0
"V105045",0,1,0,0,0
"V003303",0,0,0,1,0
"V003965",1,0,0,0,0
"V069921",1,0,0,0,0
"V119067",0,0,1,0,0
"V035301",0,0,0,0,1
"V007616",0,1,0,0,0
"V115818",0,0,1,0,0
"V085238",0,0,0,0,1
"V076122",0,0,1,0,0
"V082747",0,1,0,0,0
"V127452",1,0,0,0,0
"V066027",0,0,0,1,0
"V057425",0,0,0,1,0
"V094704",0,1,0,0,0
"V036771",0,0,1,0,0
"V080151",0,0,0,0,1
"V002821",1,0,0,0,0
"V138347",0,0,0,1,0
"V053908",1,0,0,0,0
"V049975",0,0,0,0,1
"V032001",0,0,0,0,1
"V107722",1,0,0,0,0
"V117682",1,0,0,0,0
"V094560",0,0,1,0,0
"V109047",0,0,1,0,0
"V007667",0,0,1,0,0
"V131484",1,0,0,0,0
"V000162",0,0,1,0,0
"V032255",0,0,1,0,0
"V108045",1,0,0,0,0
"V052446",1,0,0,0,0
"V110986",0,0,1,0,0
"V035084",0,1,0,0,0
"V057507",0,0,0,1,0
"V020145",0,0,0,1,0
